KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE
11036301.0,5108.0,352.0,4958.0,546.0,2.4e-11,2.44e-12,0.653,0.233,0.971,b'00000',b'0110',2.0,4586.0,5451.0,0.674,5106.0,4954.0,0.612,b'Simbad',294.8573,48.566158
11036692.0,5830.0,362.0,5874.0,583.0,1.31e-11,2e-12,0.709,0.249,1.013,b'00000',b'1100',1.0,5808.0,5855.0,0.756,5846.0,5906.0,0.655,b'Simbad',295.02521,48.501438
11042923.0,8078.0,2295.0,4868.0,2014.0,6.44e-12,7.31e-12,6.014,2.391,1.0,b'00101',b'1110',2.0,12233.0,4904.0,6.052,8728.0,8747.0,0.767,b'Simbad',297.29721,48.51878
11044668.0,5564.0,353.0,3711.0,577.0,8.22e-11,3.72e-12,0.981,0.169,0.7,b'00010',b'1000',0.0,5564.0,3711.0,0.981,,,,b'Simbad',297.94495,48.557789
11044779.0,5481.0,382.0,4680.0,842.0,1.74e-11,2.28e-12,0.632,0.26,0.775,b'00000',b'1000',0.0,5481.0,4680.0,0.632,,,,b'Simbad',297.983,48.555649
11045383.0,5166.0,390.0,4958.0,792.0,4.53e-11,5.43e-12,0.72,0.292,0.7,b'00010',b'1000',0.0,5166.0,4958.0,0.72,,,,b'Simbad',298.21094,48.559158
11046124.0,10281.0,1144.0,10148.0,1262.0,1.06e-11,2.19e-12,0.821,0.31,0.984,b'00000',b'1000',0.0,10281.0,10148.0,0.821,,,,b'Simbad',298.50232,48.54192
11069176.0,5992.0,384.0,6048.0,801.0,3.95e-11,3.62e-12,0.606,0.252,0.7,b'00010',b'1100',1.0,5935.0,5972.0,0.758,6018.0,6144.0,0.55,b'Simbad',282.92499,48.626389
11071207.0,6659.0,360.0,8734.0,644.0,2.86e-11,1.68e-12,0.185,0.152,0.842,b'00000',b'1111',3.0,6474.0,12189.0,0.175,6882.0,6589.0,0.657,b'Simbad',284.41779,48.680908
11071278.0,6531.0,633.0,6316.0,694.0,5.52e-11,7.66e-12,1.056,0.304,0.7,b'11010',b'1000',2.0,6531.0,6316.0,1.056,6699.0,6271.0,0.693,b'Simbad',284.46616,48.65527
11073223.0,6463.0,366.0,4393.0,586.0,1.61e-11,1.92e-12,1.059,0.179,0.83,b'00000',b'1011',3.0,6467.0,4121.0,1.117,5682.0,4854.0,0.816,b'Simbad',285.71439,48.601822
11076176.0,5666.0,372.0,3701.0,555.0,1.26e-11,1.83e-12,2.097,0.155,0.7,b'00010',b'1100',1.0,5701.0,3678.0,2.134,5232.0,4407.0,0.865,b'Simbad',287.57657,48.679379
11076279.0,7712.0,430.0,5638.0,804.0,1.81e-11,2.26e-12,0.876,0.24,0.782,b'00000',b'1100',1.0,6761.0,6160.0,0.907,7752.0,5503.0,0.864,b'Simbad',287.64722,48.646679
11083888.0,6615.0,369.0,6238.0,754.0,1.44e-11,2.03e-12,0.73,0.238,0.977,b'00000',b'1100',1.0,6584.0,5644.0,0.721,6704.0,6401.0,0.744,b'Simbad',291.74631,48.69696
11084647.0,5590.0,356.0,5620.0,562.0,1.8e-11,2.01e-12,0.706,0.209,0.976,b'00000',b'1110',2.0,5090.0,5936.0,0.717,5641.0,5535.0,0.605,b'Simbad',292.13132,48.627628
11084782.0,10296.0,424.0,6493.0,749.0,2.3e-11,1.99e-12,1.247,0.173,0.955,b'00000',b'1000',1.0,10296.0,6493.0,1.247,7725.0,7138.0,0.748,b'Simbad',292.19638,48.696541
11091082.0,6590.0,361.0,6533.0,560.0,1.52e-11,2.19e-12,0.823,0.258,0.998,b'00000',b'1100',1.0,6665.0,6633.0,0.768,6456.0,6421.0,0.872,b'Simbad',295.09427,48.633308
11097678.0,6803.0,351.0,6035.0,860.0,2.95e-11,1.79e-12,1.125,0.363,0.96,b'00001',b'1100',1.0,6836.0,5189.0,1.349,6787.0,6527.0,0.688,b'Simbad',297.61942,48.693508
11099351.0,10306.0,938.0,8088.0,2074.0,3.67e-11,4.98e-12,0.767,0.301,0.7,b'10010',b'1000',0.0,10306.0,8088.0,0.767,,,,b'Simbad',298.27737,48.64082
11100657.0,5438.0,371.0,5311.0,887.0,1.6e-11,2.44e-12,0.596,0.314,0.7,b'00010',b'1000',0.0,5438.0,5311.0,0.596,,,,b'Simbad',298.76062,48.600182
11122789.0,7806.0,350.0,6917.0,578.0,1.28e-10,4.28e-12,0.723,0.163,0.7,b'00011',b'1100',1.0,7818.0,6706.0,0.653,7785.0,7116.0,0.778,b'Simbad',283.1246,48.734909
11124509.0,5634.0,353.0,5193.0,579.0,2.28e-11,2.07e-12,0.575,0.204,0.829,b'00000',b'1111',3.0,5596.0,5345.0,0.645,5688.0,5106.0,0.646,b'Simbad',284.40344,48.70808
11125936.0,6352.0,371.0,5613.0,659.0,1.34e-11,1.9e-12,0.763,0.223,0.949,b'00000',b'1100',1.0,6398.0,5002.0,0.727,6255.0,5826.0,0.828,b'Simbad',285.41196,48.725231
11127048.0,5815.0,371.0,5167.0,560.0,1.41e-11,2.09e-12,1.136,0.223,0.965,b'00000',b'1100',1.0,6266.0,5093.0,1.324,5678.0,5462.0,0.754,b'Simbad',286.05725,48.738918
11133313.0,6191.0,411.0,5677.0,746.0,5.5e-11,3.99e-12,0.765,0.212,0.7,b'00010',b'1111',3.0,5988.0,5539.0,0.836,6228.0,5806.0,0.721,b'Simbad',289.6666,48.729641
11134079.0,5564.0,382.0,4907.0,580.0,2.06e-11,2.18e-12,0.922,0.208,0.7,b'00010',b'1110',2.0,6045.0,4862.0,1.345,5414.0,5154.0,0.652,b'Simbad',290.01401,48.701832
11135978.0,5192.0,352.0,4863.0,550.0,9.04e-11,7.24e-12,0.646,0.242,0.943,b'00000',b'1100',1.0,5186.0,4859.0,0.582,5216.0,4869.0,0.845,b'Simbad',291.04135,48.718029
11137143.0,6158.0,351.0,5826.0,541.0,3.72e-11,2.56e-12,0.743,0.191,0.947,b'00000',b'1111',3.0,6179.0,5848.0,0.731,6066.0,5745.0,0.806,b'Simbad',291.65643,48.725639
11138155.0,5924.0,382.0,6192.0,695.0,1.55e-11,1.99e-12,0.643,0.224,0.7,b'00010',b'1110',2.0,5625.0,6682.0,0.498,6017.0,6120.0,0.804,b'Simbad',292.16705,48.727589
11144556.0,6629.0,369.0,6476.0,572.0,2.5e-11,2.3e-12,0.803,0.205,0.965,b'00000',b'1110',2.0,6550.0,6386.0,0.705,6827.0,6702.0,0.911,b'Simbad',295.1192,48.732849
11147276.0,6080.0,360.0,5406.0,555.0,2.69e-11,2.93e-12,0.77,0.255,0.878,b'00000',b'1100',1.0,6057.0,5392.0,0.728,6115.0,5420.0,0.83,b'Simbad',296.14212,48.702141
11147814.0,4401.0,355.0,3925.0,632.0,4.68e-11,4.05e-12,0.59,0.248,0.7,b'00010',b'1000',0.0,4401.0,3925.0,0.59,,,,b'Simbad',296.33862,48.75758
11151970.0,5321.0,351.0,3620.0,554.0,6.06e-11,2.04e-12,0.821,0.159,0.983,b'00000',b'1000',0.0,5321.0,3620.0,0.821,,,,b'Simbad',297.83786,48.774158
11153627.0,6383.0,406.0,4697.0,549.0,2.47e-11,2.69e-12,1.582,0.187,0.911,b'00000',b'1000',0.0,6383.0,4697.0,1.582,,,,b'Simbad',298.49265,48.782799
11154110.0,7528.0,362.0,3622.0,553.0,2.94e-11,3.39e-12,0.795,0.249,0.874,b'00000',b'1000',0.0,7528.0,3622.0,0.795,,,,b'Simbad',298.67044,48.74538
11175495.0,9966.0,1898.0,7000.0,791.0,1.75e-11,5.73e-11,1.432,0.432,0.7,b'00011',b'1100',1.0,10142.0,7087.0,1.588,6411.0,5932.0,0.779,b'Simbad',282.54721,48.85638
11179657.0,18357.0,4856.0,18256.0,4941.0,1.4e-12,1.71e-12,0.743,0.151,0.999,b'11001',b'1100',1.0,21096.0,21228.0,0.767,11410.0,11405.0,0.726,b'Simbad',285.59146,48.847942
11180361.0,9468.0,1189.0,8378.0,2310.0,2.31e-10,3.03e-11,0.68,0.314,0.7,b'00010',b'1000',0.0,9468.0,8378.0,0.68,,,,b'Simbad',286.0192,48.866741
11182260.0,4195.0,394.0,6088.0,726.0,7.72e-11,9.5e-12,0.377,0.21,0.7,b'00010',b'0100',2.0,4792.0,4865.0,0.728,4195.0,6088.0,0.377,b'Simbad',287.26074,48.846512
11189127.0,5920.0,392.0,6764.0,853.0,2.99e-11,2.75e-12,0.554,0.239,0.7,b'11010',b'1100',1.0,5841.0,7019.0,0.602,6007.0,6562.0,0.543,b'Simbad',291.15738,48.861145
11190836.0,5885.0,360.0,5781.0,562.0,1.38e-11,2.09e-12,0.808,0.256,0.976,b'00000',b'1100',1.0,5799.0,5733.0,0.865,5940.0,5839.0,0.729,b'Simbad',292.06927,48.829521
11193447.0,6606.0,358.0,3921.0,554.0,3.8e-11,3.3e-12,0.992,0.184,0.998,b'11000',b'1100',1.0,6670.0,3608.0,1.044,6409.0,6363.0,0.614,b'Simbad',293.38153,48.82476
11197126.0,4852.0,353.0,4849.0,547.0,6.95e-11,4.38e-12,0.742,0.198,0.7,b'00010',b'1110',2.0,4835.0,4859.0,0.806,4867.0,4780.0,0.665,b'Simbad',295.03461,48.882172
11198068.0,5442.0,414.0,4918.0,845.0,1.7e-11,2.13e-12,0.892,0.234,0.931,b'00000',b'1100',1.0,5497.0,5156.0,0.806,4789.0,4762.0,0.929,b'Simbad',295.43329,48.816181
11198723.0,6226.0,362.0,4794.0,592.0,1.49e-11,1.87e-12,0.702,0.208,0.751,b'00000',b'1110',2.0,6188.0,4699.0,0.686,6337.0,4841.0,0.766,b'Simbad',295.70044,48.834229
11200405.0,6048.0,772.0,5791.0,1154.0,7.38e-12,1.98e-12,0.859,0.318,0.7,b'00010',b'1000',0.0,6048.0,5791.0,0.859,,,,b'Simbad',296.35413,48.863621
11200773.0,6137.0,355.0,3679.0,565.0,3.29e-11,1.93e-12,0.784,0.19,0.586,b'00000',b'1000',0.0,6137.0,3679.0,0.784,,,,b'Simbad',296.47736,48.85371
11228612.0,6596.0,379.0,4624.0,601.0,1.8e-11,2.05e-12,1.036,0.195,0.69,b'00000',b'1100',1.0,6666.0,4632.0,1.077,6461.0,4613.0,0.844,b'Simbad',282.60721,48.96825
11230837.0,5904.0,356.0,5416.0,552.0,1.25e-11,1.98e-12,0.835,0.244,0.925,b'00000',b'1100',1.0,5907.0,5357.0,0.803,5900.0,5446.0,0.906,b'Simbad',284.18481,48.956638
11231334.0,6549.0,526.0,5781.0,1312.0,1.51e-10,2.04e-11,0.668,0.365,0.7,b'00010',b'1000',1.0,6549.0,5781.0,0.668,6598.0,5972.0,0.765,b'Simbad',284.54184,48.961281
11232745.0,5596.0,355.0,4876.0,578.0,1.34e-11,1.84e-12,0.797,0.201,0.902,b'00000',b'1110',2.0,5607.0,4681.0,0.79,5571.0,5016.0,0.818,b'Simbad',285.47064,48.927292
11233911.0,5501.0,352.0,5136.0,558.0,2.53e-11,2.32e-12,0.507,0.232,0.909,b'00000',b'1100',1.0,5484.0,5085.0,0.423,5560.0,5177.0,0.699,b'Simbad',286.12268,48.923439
11234677.0,7024.0,367.0,3787.0,578.0,3.29e-11,3.47e-12,0.958,0.197,0.577,b'00000',b'1000',2.0,7024.0,3787.0,0.958,7013.0,4468.0,0.822,b'Simbad',286.61768,48.996811
11235323.0,5697.0,358.0,4310.0,553.0,3.76e-11,2.52e-12,1.2,0.176,0.779,b'00000',b'1100',1.0,5826.0,4326.0,1.251,5601.0,4298.0,1.065,b'Simbad',287.04657,48.993229
11240948.0,7171.0,402.0,6754.0,1089.0,3.99e-11,4.09e-12,0.685,0.264,0.7,b'00010',b'1100',1.0,7135.0,7004.0,0.627,7349.0,6551.0,0.716,b'Simbad',290.10678,48.903389
11241814.0,6433.0,377.0,4695.0,799.0,1.75e-11,1.97e-12,0.734,0.221,0.7,b'00010',b'1100',1.0,6456.0,4254.0,0.737,6193.0,5874.0,0.723,b'Simbad',290.58289,48.960411
11244501.0,5379.0,390.0,5046.0,697.0,2.08e-10,2.77e-11,0.768,0.336,0.946,b'00000',b'1000',1.0,5379.0,5046.0,0.768,5612.0,5275.0,0.863,b'Simbad',292.04425,48.943588
11245381.0,5833.0,364.0,5565.0,584.0,4.26e-11,2.89e-12,0.774,0.204,0.978,b'00000',b'1111',3.0,6016.0,5951.0,0.779,5829.0,4846.0,0.758,b'Simbad',292.47925,48.916691
11246163.0,5329.0,362.0,5338.0,586.0,2.56e-11,2.73e-12,0.747,0.246,0.996,b'00100',b'0110',2.0,5401.0,5260.0,0.733,5437.0,5373.0,0.766,b'Simbad',292.8746,48.984009
11247386.0,11680.0,637.0,6955.0,604.0,7.98e-12,1.71e-12,2.332,0.161,0.902,b'00000',b'1100',1.0,12038.0,6910.0,2.439,9670.0,7391.0,1.39,b'Simbad',293.47855,48.95723
11249624.0,4831.0,355.0,10425.0,697.0,1.99e-11,1.68e-12,0.077,0.15,0.7,b'00010',b'0110',2.0,5093.0,5275.0,0.795,5587.0,5270.0,0.877,b'Simbad',294.43863,48.985241
11250867.0,6348.0,353.0,3817.0,547.0,3.82e-11,1.79e-12,0.502,0.172,0.6,b'00000',b'1110',2.0,6383.0,3809.0,0.674,6325.0,3819.0,0.36,b'Simbad',294.97415,48.94458
11252617.0,6648.0,382.0,5669.0,881.0,1.29e-11,1.77e-12,0.663,0.201,0.7,b'00010',b'1110',2.0,6659.0,4907.0,0.638,6666.0,5848.0,0.688,b'Simbad',295.69138,48.90377
11253827.0,5626.0,358.0,5386.0,680.0,8.35e-11,3.97e-12,0.479,0.195,0.7,b'00010',b'1110',2.0,5640.0,5139.0,0.409,5585.0,5473.0,0.856,b'Simbad',296.13281,48.977402
11255667.0,6869.0,380.0,6301.0,709.0,8.94e-11,8.26e-12,0.615,0.272,0.906,b'00000',b'1000',1.0,6869.0,6301.0,0.615,6995.0,6282.0,0.793,b'Simbad',296.77042,48.92231
11255761.0,5755.0,419.0,5902.0,1066.0,1.89e-11,4.05e-12,0.752,0.494,0.7,b'00010',b'1000',1.0,5755.0,5902.0,0.752,5821.0,5521.0,0.782,b'Simbad',296.80893,48.965389
11284227.0,7011.0,421.0,9811.0,872.0,2.58e-11,1.82e-12,0.474,0.177,1.016,b'00000',b'1100',1.0,6914.0,10825.0,0.401,8753.0,6968.0,1.114,b'Simbad',284.17078,49.06197
11284547.0,5185.0,377.0,5399.0,642.0,1.87e-11,2.05e-12,0.669,0.215,0.989,b'00000',b'1110',2.0,4758.0,6462.0,0.528,5364.0,5210.0,0.709,b'Simbad',284.40686,49.030849
11285136.0,5850.0,479.0,5680.0,925.0,1.41e-11,1.96e-12,0.748,0.22,0.7,b'00010',b'1100',1.0,5746.0,5376.0,0.806,5890.0,5971.0,0.661,b'Simbad',284.86145,49.026989
11285625.0,7129.0,373.0,6756.0,583.0,1.08e-10,1.89e-11,0.787,0.433,0.938,b'00000',b'1000',2.0,7129.0,6756.0,0.787,7293.0,6811.0,0.761,b'Simbad',285.21619,49.08947
11287726.0,5512.0,352.0,4230.0,554.0,3.28e-11,1.99e-12,0.498,0.185,0.764,b'00000',b'1100',1.0,5503.0,4217.0,0.567,5526.0,4244.0,0.388,b'Simbad',286.52194,49.069149
11288684.0,7097.0,379.0,4325.0,766.0,2.69e-11,2.77e-12,0.827,0.225,0.7,b'11010',b'1100',1.0,7106.0,4113.0,0.807,6718.0,5476.0,0.851,b'Simbad',287.15909,49.080025
11289003.0,6173.0,367.0,5948.0,582.0,1.31e-11,1.87e-12,0.789,0.211,0.97,b'00000',b'1110',2.0,6204.0,5657.0,0.787,6169.0,5980.0,0.766,b'Simbad',287.38248,49.05138
11295026.0,4931.0,469.0,5421.0,679.0,6.02e-11,6.96e-12,0.821,0.282,0.976,b'00000',b'1000',1.0,4931.0,5421.0,0.821,5298.0,5164.0,0.697,b'Simbad',290.82867,49.035591
11295347.0,7590.0,422.0,10733.0,1027.0,5e-11,3.21e-12,0.442,0.213,1.003,b'00000',b'1000',1.0,7590.0,10733.0,0.442,8576.0,8607.0,0.77,b'Simbad',290.98907,49.072762
11295426.0,5474.0,438.0,6835.0,1028.0,1.78e-10,1.68e-11,0.494,0.268,0.7,b'00010',b'1000',2.0,5474.0,6835.0,0.494,5887.0,5331.0,0.691,b'Simbad',291.03232,49.040272
11303416.0,4850.0,399.0,5082.0,608.0,2.58e-11,2.16e-12,0.779,0.201,0.994,b'00000',b'1110',2.0,4483.0,5632.0,0.567,4789.0,5057.0,0.792,b'Simbad',294.89172,49.051311
11303526.0,6929.0,381.0,6698.0,586.0,3.13e-11,2.77e-12,0.814,0.218,0.961,b'00000',b'1110',2.0,6844.0,6717.0,0.659,7066.0,6789.0,0.88,b'Simbad',294.94562,49.030289
11303811.0,5141.0,354.0,5087.0,550.0,1.64e-11,1.99e-12,0.889,0.209,0.999,b'00000',b'1110',2.0,5193.0,4265.0,0.967,5176.0,5162.0,0.857,b'Simbad',295.06152,49.046558
11304987.0,5794.0,394.0,6064.0,887.0,1.57e-11,2.22e-12,0.654,0.267,0.7,b'00010',b'1100',1.0,5786.0,6057.0,0.652,5804.0,6069.0,0.655,b'Simbad',295.56525,49.073139
11305087.0,5732.0,356.0,5568.0,556.0,1.77e-11,2.13e-12,0.711,0.229,0.958,b'00000',b'1100',1.0,5802.0,5634.0,0.724,5658.0,5473.0,0.704,b'Simbad',295.60233,49.02422
11336707.0,4811.0,367.0,3555.0,541.0,2.19e-11,2.82e-12,1.784,0.176,0.971,b'00000',b'0110',2.0,5076.0,4930.0,0.803,5042.0,3561.0,1.864,b'Simbad',283.80219,49.128799
11338865.0,9787.0,488.0,8635.0,834.0,1.75e-11,2.29e-12,0.809,0.253,0.888,b'00000',b'1100',1.0,9777.0,8384.0,0.878,9794.0,8859.0,0.759,b'Simbad',285.31247,49.114578
11341950.0,5752.0,356.0,5592.0,557.0,1.87e-11,2.26e-12,0.754,0.24,0.947,b'00000',b'1100',1.0,5727.0,5578.0,0.716,5791.0,5605.0,0.805,b'Simbad',287.27441,49.199589
11342573.0,5907.0,404.0,6295.0,849.0,1.13e-11,1.96e-12,0.67,0.262,0.7,b'00010',b'1100',1.0,5868.0,6195.0,0.594,5951.0,6355.0,0.739,b'Simbad',287.66364,49.141499
11347875.0,4954.0,353.0,3609.0,542.0,4.45e-11,2.21e-12,1.624,0.155,0.913,b'00000',b'1110',2.0,4983.0,3851.0,1.205,5004.0,3588.0,1.726,b'Simbad',290.46725,49.198639
11350389.0,5305.0,361.0,5031.0,686.0,1.66e-11,1.95e-12,0.597,0.217,0.7,b'00010',b'1110',2.0,5274.0,5048.0,0.54,5359.0,4940.0,0.604,b'Simbad',291.8429,49.119099
11352791.0,6283.0,357.0,5999.0,563.0,1.29e-11,1.96e-12,0.708,0.244,0.956,b'00000',b'1100',1.0,6248.0,5912.0,0.645,6413.0,6077.0,0.822,b'Simbad',293.09921,49.11932
11357192.0,4954.0,351.0,4836.0,585.0,5.73e-11,2.85e-12,0.422,0.197,0.7,b'00010',b'1110',2.0,4945.0,4773.0,0.338,4964.0,4850.0,0.621,b'Simbad',295.08725,49.169899
11358392.0,6728.0,360.0,3969.0,633.0,3.19e-11,1.95e-12,0.663,0.203,0.7,b'00010',b'1100',1.0,6740.0,3736.0,0.698,6656.0,6154.0,0.598,b'Simbad',295.62772,49.178242
11359305.0,6720.0,422.0,5510.0,720.0,3.15e-11,3.56e-12,0.755,0.278,0.781,b'00000',b'1100',1.0,6383.0,5537.0,0.777,6782.0,5489.0,0.736,b'Simbad',295.98428,49.130249
11391181.0,5437.0,359.0,5150.0,604.0,1.91e-11,2.77e-12,0.653,0.317,0.876,b'00000',b'0100',1.0,5799.0,5076.0,0.884,5437.0,5150.0,0.653,b'Simbad',284.99454,49.228161
11391667.0,5621.0,357.0,5352.0,560.0,4.86e-11,3.66e-12,0.744,0.214,0.948,b'00000',b'1110',2.0,5655.0,5394.0,0.916,5601.0,5307.0,0.716,b'Simbad',285.30206,49.263451
11391755.0,5905.0,397.0,6297.0,811.0,1.38e-11,2.02e-12,0.625,0.25,0.7,b'00010',b'1100',1.0,5861.0,6394.0,0.593,5955.0,6202.0,0.673,b'Simbad',285.36517,49.201561
11392618.0,5665.0,388.0,5486.0,994.0,7.19e-11,9.48e-12,0.595,0.355,0.7,b'00010',b'1000',1.0,5665.0,5486.0,0.595,5837.0,5247.0,0.758,b'Simbad',285.90607,49.287521
11395645.0,7028.0,428.0,6387.0,914.0,1.35e-11,1.96e-12,0.77,0.228,0.7,b'00010',b'1100',1.0,7038.0,6188.0,0.714,6948.0,6632.0,0.867,b'Simbad',287.90424,49.28701
11401845.0,8627.0,421.0,7095.0,580.0,1.37e-11,2.08e-12,0.953,0.251,0.856,b'00000',b'0110',2.0,10980.0,5945.0,2.329,8723.0,7105.0,1.025,b'Simbad',291.297,49.244469
11402381.0,6723.0,353.0,6721.0,546.0,3.23e-11,3.1e-12,0.708,0.24,0.999,b'00000',b'1100',1.0,6678.0,6670.0,0.757,6819.0,6812.0,0.684,b'Simbad',291.59149,49.258049
11403032.0,6661.0,453.0,6197.0,1017.0,6.55e-11,1.04e-11,0.791,0.38,0.7,b'00010',b'1000',1.0,6661.0,6197.0,0.791,7098.0,6189.0,0.704,b'Simbad',291.92792,49.296959
11403216.0,6056.0,356.0,4573.0,771.0,1.58e-11,1.82e-12,0.374,0.211,0.423,b'00000',b'1110',2.0,6006.0,4826.0,0.618,6090.0,4539.0,0.417,b'Simbad',292.02689,49.20718
11403776.0,5795.0,377.0,5570.0,622.0,1.34e-11,1.89e-12,0.743,0.219,0.967,b'00000',b'1110',2.0,5806.0,5552.0,0.736,5816.0,5693.0,0.689,b'Simbad',292.31427,49.285469
11404644.0,6187.0,443.0,5773.0,802.0,1.53e-11,2.18e-12,0.778,0.257,0.7,b'00010',b'1100',1.0,6286.0,5531.0,0.852,6031.0,6261.0,0.708,b'Simbad',292.7561,49.264561
11404698.0,4634.0,360.0,3723.0,557.0,3.26e-11,3.32e-12,1.185,0.212,0.8,b'00000',b'0100',1.0,3652.0,3631.0,0.726,4634.0,3723.0,1.185,b'Simbad',292.78284,49.230389
11404758.0,6712.0,353.0,6693.0,545.0,2.3e-11,2.56e-12,0.827,0.241,1.001,b'00000',b'1100',1.0,6731.0,6735.0,0.711,6638.0,6636.0,0.966,b'Simbad',292.81436,49.201271
11405559.0,5505.0,352.0,3577.0,541.0,3.63e-11,1.87e-12,1.17,0.169,0.962,b'00000',b'1100',1.0,5510.0,3550.0,1.19,5426.0,5264.0,0.791,b'Simbad',293.22565,49.24255
11408810.0,9887.0,797.0,6720.0,595.0,2.19e-11,4.95e-12,1.474,0.459,0.794,b'00001',b'1100',1.0,10296.0,6686.0,1.664,8864.0,7186.0,0.797,b'Simbad',294.73035,49.29438
11408935.0,6467.0,453.0,5126.0,581.0,1.22e-11,2.01e-12,1.371,0.212,0.7,b'00010',b'1100',1.0,6787.0,5054.0,1.514,5780.0,5768.0,0.959,b'Simbad',294.78079,49.273621
11409673.0,9796.0,1334.0,7518.0,655.0,1.81e-11,5.47e-12,1.654,0.586,0.7,b'00011',b'1100',1.0,11142.0,7492.0,1.956,8568.0,8235.0,0.823,b'Simbad',295.13638,49.273289
11409698.0,6844.0,359.0,4099.0,654.0,3.05e-11,1.88e-12,0.492,0.197,0.591,b'00000',b'1100',1.0,6809.0,3993.0,0.476,6974.0,4471.0,0.516,b'Simbad',295.14685,49.28241
11410485.0,7477.0,385.0,6215.0,706.0,2.46e-11,2.36e-12,0.701,0.226,0.789,b'00000',b'1110',2.0,9214.0,6553.0,1.462,7438.0,6254.0,0.654,b'Simbad',295.49329,49.299549
11413213.0,4432.0,352.0,4300.0,546.0,2.09e-11,2.64e-12,0.747,0.272,0.963,b'00000',b'1100',1.0,4421.0,4300.0,0.717,4452.0,4299.0,0.776,b'Simbad',296.53891,49.292439
11442348.0,5620.0,353.0,5443.0,553.0,2.52e-11,2.35e-12,0.638,0.221,0.97,b'00000',b'1100',1.0,5477.0,5289.0,0.664,5674.0,5515.0,0.611,b'Simbad',284.10049,49.362289
11444780.0,4747.0,378.0,4736.0,560.0,1.92e-11,1.9e-12,0.77,0.159,0.989,b'00001',b'1100',1.0,4864.0,4825.0,0.832,4577.0,4526.0,0.725,b'Simbad',285.7113,49.39706
11447953.0,6563.0,453.0,6520.0,666.0,6.71e-11,6.84e-12,0.923,0.255,0.969,b'00000',b'1000',2.0,6563.0,6520.0,0.923,6656.0,6482.0,0.698,b'Simbad',287.80795,49.37809
11449844.0,5463.0,355.0,5436.0,653.0,3.52e-11,3.52e-12,0.66,0.263,0.7,b'00010',b'1100',1.0,5457.0,5378.0,0.53,5494.0,5467.0,0.755,b'Simbad',288.90222,49.370491
11453915.0,6566.0,593.0,4875.0,1148.0,1.24e-10,1.16e-11,0.667,0.265,0.7,b'00010',b'1000',2.0,6566.0,4875.0,0.667,6526.0,5827.0,0.909,b'Simbad',291.13611,49.366089
11455484.0,6170.0,1592.0,4813.0,1278.0,2.25e-09,1.3e-09,0.804,0.33,0.738,b'11000',b'1000',0.0,6170.0,4813.0,0.804,,,,b'Simbad',292.02893,49.387688
11455795.0,4675.0,351.0,3604.0,543.0,2.76e-11,1.83e-12,0.607,0.182,0.726,b'00000',b'1110',2.0,4660.0,3609.0,0.56,4677.0,3618.0,0.55,b'Simbad',292.18417,49.31004
11457191.0,6325.0,367.0,4587.0,608.0,2.08e-11,2.04e-12,1.0,0.181,0.952,b'00000',b'1100',1.0,6356.0,4341.0,1.037,6145.0,5363.0,0.834,b'Simbad',292.92563,49.34734
11460346.0,6600.0,355.0,6384.0,546.0,1.31e-11,2.03e-12,0.772,0.253,0.971,b'00000',b'1100',1.0,6516.0,6322.0,0.832,6699.0,6490.0,0.709,b'Simbad',294.4136,49.327011
11463211.0,5640.0,370.0,5447.0,708.0,1.51e-11,1.98e-12,0.68,0.225,0.7,b'00010',b'1110',2.0,5629.0,5344.0,0.635,5665.0,5538.0,0.692,b'Simbad',295.66522,49.351009
11465813.0,5626.0,387.0,5309.0,636.0,1.91e-11,3.02e-12,0.814,0.331,0.923,b'00000',b'0010',2.0,6005.0,5567.0,0.742,6039.0,5561.0,0.796,b'Simbad',296.69861,49.316479
11494130.0,6341.0,1017.0,5453.0,1345.0,8.78e-11,1.01e-11,0.747,0.311,0.7,b'00010',b'1000',1.0,6341.0,5453.0,0.747,6580.0,6088.0,0.751,b'Simbad',284.02679,49.415428
11494583.0,4713.0,352.0,4489.0,546.0,2.28e-11,2.52e-12,0.752,0.243,0.959,b'00000',b'1100',1.0,4755.0,4420.0,0.864,4704.0,4508.0,0.684,b'Simbad',284.36743,49.46439
11495766.0,5712.0,359.0,5812.0,630.0,3.87e-11,3.14e-12,0.551,0.23,1.0,b'00000',b'1100',1.0,5672.0,6340.0,0.486,5744.0,5765.0,0.601,b'Simbad',285.22531,49.424179
11495781.0,9426.0,1644.0,7285.0,730.0,1.34e-11,4.86e-12,1.714,0.621,0.993,b'00001',b'1100',1.0,11245.0,7231.0,1.926,8032.0,8214.0,0.721,b'Simbad',285.23117,49.461449
11496078.0,6188.0,410.0,6175.0,662.0,2.97e-11,4.3e-12,0.784,0.339,0.998,b'00000',b'1000',1.0,6188.0,6175.0,0.784,6301.0,6124.0,0.728,b'Simbad',285.42383,49.425961
11499263.0,6346.0,375.0,4303.0,622.0,1.56e-11,1.89e-12,0.954,0.186,0.7,b'00010',b'1100',1.0,6373.0,4238.0,1.031,5920.0,4948.0,0.793,b'Simbad',287.40515,49.456291
