KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE
10544976.0,14641.0,851.0,3658.0,548.0,7.96e-13,1.77e-12,12.695,0.15,0.7,b'11010',b'1000',2.0,14641.0,3658.0,12.695,5338.0,5790.0,0.748,b'Simbad',295.65494,47.763664
10547209.0,7388.0,433.0,5199.0,827.0,2.55e-11,2.57e-12,0.816,0.228,0.768,b'00000',b'1100',1.0,6741.0,5238.0,0.857,7446.0,5182.0,0.799,b'Simbad',296.4191,47.751511
10549576.0,9116.0,887.0,6910.0,615.0,1.74e-11,6.27e-12,1.788,0.645,0.731,b'00001',b'1100',1.0,10273.0,6994.0,1.977,8644.0,6404.0,0.722,b'Simbad',297.11826,47.741611
10551346.0,6104.0,396.0,5722.0,733.0,2.74e-11,2.66e-12,0.766,0.221,0.7,b'00010',b'1110',2.0,6155.0,4815.0,0.785,6095.0,5977.0,0.74,b'Simbad',297.61914,47.767921
10555365.0,5580.0,493.0,5361.0,1208.0,1.11e-11,2.49e-12,0.711,0.407,0.7,b'00010',b'0100',1.0,5637.0,5091.0,0.838,5580.0,5361.0,0.711,b'Simbad',298.77109,47.785412
10556068.0,8495.0,415.0,7995.0,723.0,4.28e-11,7.29e-12,0.799,0.405,0.946,b'00000',b'1000',1.0,8495.0,7995.0,0.799,9363.0,8903.0,0.808,b'Simbad',298.95453,47.773571
10556578.0,5559.0,394.0,4682.0,583.0,1.35e-11,2.86e-12,1.445,0.396,0.939,b'00001',b'1100',1.0,5765.0,4579.0,1.518,5402.0,5018.0,0.786,b'Simbad',299.09528,47.706791
10557008.0,4873.0,354.0,7370.0,697.0,3.27e-11,1.78e-12,0.082,0.15,0.976,b'00100',b'1100',1.0,4846.0,11618.0,0.081,5306.0,5067.0,0.74,b'Simbad',299.2204,47.72681
10581918.0,7371.0,361.0,3962.0,571.0,3.96e-11,2.66e-12,0.734,0.188,0.668,b'00000',b'1110',2.0,7652.0,3766.0,0.887,6215.0,4340.0,0.462,b'Simbad',283.0437,47.80463
10583181.0,6764.0,374.0,5601.0,746.0,8.68e-11,8.56e-12,0.564,0.286,0.789,b'00000',b'1000',1.0,6764.0,5601.0,0.564,7255.0,5720.0,0.738,b'Simbad',283.76651,47.818989
10583225.0,5253.0,351.0,5233.0,648.0,2.97e-11,2.11e-12,0.394,0.21,0.7,b'00010',b'1100',1.0,5247.0,5160.0,0.309,5321.0,5270.0,0.571,b'Simbad',283.78958,47.806431
10586874.0,7103.0,357.0,3628.0,542.0,2.2e-11,2.13e-12,0.948,0.176,0.985,b'00000',b'1110',2.0,7090.0,3561.0,0.984,7318.0,7177.0,0.766,b'Simbad',285.77768,47.815449
10592163.0,5715.0,358.0,5429.0,586.0,1.83e-11,2.16e-12,0.708,0.235,0.841,b'00000',b'1110',2.0,5655.0,5329.0,0.56,5783.0,5372.0,0.671,b'Simbad',288.55362,47.867298
10593759.0,6400.0,356.0,6180.0,564.0,3.09e-11,2.38e-12,0.747,0.198,0.983,b'00000',b'1110',2.0,6439.0,4377.0,0.809,6392.0,6296.0,0.914,b'Simbad',289.26166,47.815521
10596883.0,7229.0,676.0,9030.0,2097.0,2.01e-11,2.66e-12,0.32,0.269,0.968,b'00001',b'1100',1.0,6888.0,11846.0,0.311,8044.0,7793.0,0.758,b'Simbad',290.5484,47.802662
10599397.0,5540.0,438.0,5315.0,830.0,2.45e-11,3.05e-12,0.704,0.267,0.7,b'00010',b'0110',3.0,4749.0,8191.0,0.198,5441.0,5417.0,0.694,b'Simbad',291.63699,47.83234
10600319.0,5074.0,353.0,5188.0,543.0,2.41e-11,2.42e-12,0.804,0.222,1.023,b'00000',b'1110',2.0,4984.0,5154.0,0.781,5109.0,5220.0,0.779,b'Simbad',291.99399,47.89769
10601549.0,5678.0,353.0,3768.0,577.0,4.46e-11,3.15e-12,0.936,0.18,0.7,b'00010',b'1100',1.0,5682.0,3705.0,0.977,4954.0,5402.0,0.748,b'Simbad',292.47943,47.83461
10601579.0,26640.0,13409.0,26819.0,13411.0,2.46e-11,6.77e-12,0.6,0.83,0.9,b'11000',b'1000',1.0,26640.0,26819.0,0.6,26568.0,26652.0,0.769,b'Simbad',292.49185,47.83535
10602291.0,5738.0,368.0,7151.0,747.0,2.17e-11,1.77e-12,0.361,0.179,0.7,b'00010',b'1100',1.0,5679.0,7701.0,0.322,6004.0,6089.0,0.655,b'Simbad',292.78235,47.800629
10611450.0,6563.0,482.0,6093.0,773.0,1.83e-11,2.1e-12,0.896,0.212,0.7,b'00010',b'1110',2.0,6401.0,5855.0,0.964,6673.0,6010.0,0.839,b'Simbad',296.12442,47.830669
10613718.0,5237.0,352.0,5009.0,546.0,6.02e-11,3.75e-12,0.73,0.197,0.946,b'00100',b'1110',2.0,5256.0,5035.0,0.785,5231.0,4995.0,0.621,b'Simbad',296.82581,47.877399
10614012.0,4950.0,430.0,4838.0,740.0,2.69e-10,2.85e-11,0.769,0.279,0.7,b'00010',b'1000',1.0,4950.0,4838.0,0.769,4874.0,5168.0,0.682,b'Simbad',296.92874,47.88295
10616571.0,5725.0,362.0,5669.0,592.0,4.5e-11,3.63e-12,0.699,0.225,0.7,b'00010',b'1100',1.0,5659.0,5646.0,0.786,5800.0,5856.0,0.54,b'Simbad',297.66467,47.801392
10616656.0,6495.0,363.0,5339.0,1034.0,5.95e-11,3.29e-12,0.502,0.208,0.7,b'00010',b'1100',1.0,6538.0,5420.0,0.513,6454.0,5238.0,0.496,b'Simbad',297.69446,47.87896
10616829.0,7116.0,373.0,5453.0,593.0,2.39e-11,2.21e-12,0.683,0.217,0.737,b'00000',b'1100',1.0,6984.0,5175.0,0.537,7525.0,5600.0,0.922,b'Simbad',297.74243,47.891682
10618253.0,6686.0,387.0,6527.0,585.0,3.14e-11,2.85e-12,0.948,0.214,0.968,b'00000',b'1110',2.0,6434.0,6342.0,0.917,6863.0,6598.0,0.911,b'Simbad',298.12482,47.812431
10619109.0,7441.0,391.0,3825.0,572.0,6.16e-11,3.7e-12,1.407,0.258,0.627,b'00000',b'1000',1.0,7441.0,3825.0,1.407,6314.0,4215.0,0.816,b'Simbad',298.37128,47.81385
10619506.0,7032.0,356.0,6813.0,556.0,2.36e-11,2.48e-12,0.772,0.233,0.962,b'00000',b'1110',2.0,6965.0,6739.0,0.671,7160.0,6888.0,0.885,b'Simbad',298.47675,47.889629
10651945.0,6452.0,368.0,4913.0,620.0,1.32e-11,1.85e-12,0.762,0.212,0.787,b'00000',b'1100',1.0,6437.0,4806.0,0.776,6475.0,5052.0,0.744,b'Simbad',285.43805,47.90345
10656508.0,6352.0,465.0,6160.0,849.0,1.55e-11,2.09e-12,0.767,0.241,0.7,b'00010',b'1100',1.0,6406.0,5575.0,0.7,6218.0,6567.0,0.836,b'Simbad',287.97031,47.972099
10657664.0,12284.0,423.0,10317.0,743.0,1.56e-11,1.92e-12,0.594,0.218,0.781,b'10000',b'1110',2.0,11968.0,10267.0,0.539,12260.0,9935.0,0.524,b'Simbad',288.49948,47.996471
10659313.0,6403.0,467.0,5944.0,836.0,2.8e-11,3.05e-12,0.791,0.25,0.7,b'00010',b'1100',1.0,6208.0,5534.0,0.87,6464.0,6233.0,0.716,b'Simbad',289.22275,47.913891
10661783.0,9197.0,475.0,7714.0,808.0,9.63e-11,1.23e-11,0.843,0.315,0.849,b'00000',b'1000',2.0,9197.0,7714.0,0.843,8898.0,7578.0,0.811,b'Simbad',290.2984,47.978619
10664416.0,5192.0,355.0,4974.0,624.0,2.58e-11,2.24e-12,0.577,0.21,0.7,b'00010',b'1110',2.0,5196.0,4796.0,0.612,5192.0,4993.0,0.501,b'Simbad',291.40079,47.924629
10666230.0,6498.0,386.0,4368.0,673.0,1.6e-11,2.03e-12,1.037,0.19,0.7,b'00010',b'1100',1.0,6527.0,4221.0,1.094,6240.0,5517.0,0.738,b'Simbad',292.08905,47.929642
10666242.0,5615.0,358.0,5624.0,711.0,2.65e-11,2.6e-12,0.629,0.239,0.7,b'00010',b'1100',1.0,5537.0,5636.0,0.713,5687.0,5604.0,0.509,b'Simbad',292.09824,47.940819
10676927.0,5747.0,397.0,5518.0,718.0,8.14e-12,1.73e-12,0.734,0.211,0.7,b'00010',b'1111',3.0,5641.0,5665.0,0.749,5779.0,5383.0,0.745,b'Simbad',296.14957,47.937832
10677186.0,6377.0,361.0,4444.0,702.0,1.85e-11,1.84e-12,0.688,0.184,0.542,b'00000',b'1111',3.0,6490.0,4235.0,0.935,6297.0,4772.0,0.678,b'Simbad',296.22293,47.92392
10680475.0,6592.0,367.0,6449.0,694.0,2.34e-11,2.53e-12,0.699,0.242,0.983,b'00000',b'1100',1.0,6561.0,6282.0,0.663,6882.0,6673.0,0.748,b'Simbad',297.22134,47.93898
10684673.0,7325.0,411.0,7357.0,785.0,7.02e-11,7.66e-12,0.671,0.292,0.998,b'00000',b'1000',2.0,7325.0,7357.0,0.671,7138.0,7009.0,0.68,b'Simbad',298.42667,47.974232
10686876.0,10231.0,1039.0,6475.0,817.0,4.06e-11,1.1e-09,0.864,0.161,0.639,b'00101',b'1100',1.0,10269.0,6581.0,0.918,8313.0,5355.0,0.8,b'Simbad',299.05673,47.909359
10710755.0,5760.0,366.0,5773.0,653.0,1.92e-11,2.26e-12,0.724,0.238,0.7,b'00010',b'1100',1.0,5760.0,5795.0,0.739,5759.0,5733.0,0.708,b'Simbad',281.9364,48.010059
10711551.0,6169.0,357.0,5708.0,552.0,1.28e-11,2.05e-12,0.823,0.26,0.927,b'00000',b'1100',1.0,6172.0,5689.0,0.813,6165.0,5724.0,0.835,b'Simbad',282.38327,48.042782
10711646.0,4032.0,362.0,4925.0,552.0,2.6e-11,1.94e-12,0.604,0.181,0.7,b'00010',b'1110',2.0,3958.0,4906.0,0.571,4076.0,4969.0,0.614,b'Simbad',282.43597,48.097752
10711913.0,5918.0,380.0,4268.0,913.0,1.61e-11,2.19e-12,0.636,0.264,0.463,b'00000',b'0100',1.0,6226.0,4117.0,0.804,5918.0,4268.0,0.636,b'Simbad',282.60107,48.03669
10711938.0,6586.0,366.0,6372.0,635.0,6.34e-11,6.09e-12,0.671,0.263,0.973,b'11000',b'1000',1.0,6586.0,6372.0,0.671,6813.0,6621.0,0.758,b'Simbad',282.6142,48.019993
10723143.0,5532.0,352.0,5472.0,556.0,1.76e-11,2.03e-12,0.654,0.222,0.971,b'00000',b'1110',2.0,5511.0,5459.0,0.59,5565.0,5479.0,0.758,b'Simbad',288.5184,48.084641
10724533.0,8017.0,358.0,8012.0,555.0,1.46e-10,2.35e-12,0.812,0.152,0.886,b'11001',b'1100',1.0,7951.0,8165.0,0.783,8098.0,7905.0,0.836,b'Simbad',289.15848,48.097157
10727655.0,5362.0,353.0,3530.0,540.0,5e-11,1.76e-12,0.475,0.15,0.976,b'00100',b'1011',3.0,6121.0,3525.0,2.109,5837.0,5663.0,0.813,b'Simbad',290.43295,48.06591
10727668.0,10785.0,492.0,7579.0,1589.0,4.56e-12,1.66e-12,0.765,0.195,0.7,b'10010',b'1111',3.0,11067.0,6207.0,0.83,10777.0,7335.0,0.807,b'Simbad',290.43994,48.045101
10728219.0,5728.0,372.0,5627.0,699.0,1.26e-11,1.82e-12,0.62,0.213,0.7,b'00010',b'1110',2.0,5733.0,5662.0,0.664,5650.0,5623.0,0.69,b'Simbad',290.66058,48.04615
10735331.0,6823.0,403.0,7371.0,1472.0,3.02e-11,2.69e-12,0.525,0.242,0.7,b'00010',b'1100',1.0,6684.0,10273.0,0.4,7377.0,5901.0,0.577,b'Simbad',293.49066,48.095371
10735519.0,4816.0,352.0,4797.0,582.0,1.32e-10,1.04e-11,0.608,0.248,0.7,b'00010',b'1100',1.0,4817.0,4824.0,0.576,4815.0,4758.0,0.646,b'Simbad',293.55737,48.04174
10735564.0,9678.0,624.0,7344.0,1084.0,1.16e-11,2.16e-12,0.842,0.312,0.769,b'00000',b'0100',1.0,11062.0,6061.0,2.029,9678.0,7344.0,0.842,b'Simbad',293.57437,48.007439
10735988.0,5252.0,355.0,4433.0,616.0,1.84e-11,1.85e-12,0.69,0.187,0.7,b'00010',b'1110',2.0,5288.0,3929.0,0.711,5165.0,4958.0,0.671,b'Simbad',293.74011,48.011501
10736223.0,10389.0,417.0,6148.0,592.0,1.45e-11,1.71e-12,1.673,0.157,0.679,b'00100',b'1100',1.0,10490.0,6320.0,1.7,10095.0,5899.0,1.615,b'Simbad',293.84622,48.050251
10737574.0,5828.0,352.0,5797.0,545.0,3.03e-11,2.7e-12,0.693,0.221,0.992,b'00000',b'1100',1.0,5803.0,5764.0,0.64,5877.0,5826.0,0.778,b'Simbad',294.33755,48.080078
10743600.0,6528.0,589.0,4819.0,836.0,3.53e-12,1.74e-12,0.802,0.324,0.717,b'11000',b'1000',0.0,6528.0,4819.0,0.802,,,,b'Simbad',296.38348,48.044006
10748621.0,5964.0,378.0,5591.0,612.0,1.64e-11,2.28e-12,0.884,0.255,0.935,b'00000',b'1100',1.0,5954.0,5523.0,0.97,5968.0,5696.0,0.797,b'Simbad',297.77277,48.09811
10751515.0,4940.0,356.0,4821.0,610.0,2.03e-11,2.77e-12,0.598,0.31,0.969,b'00000',b'0100',1.0,4790.0,4679.0,0.793,4940.0,4821.0,0.598,b'Simbad',298.52206,48.032921
10753734.0,5800.0,369.0,5573.0,599.0,3.22e-11,3.67e-12,0.84,0.269,0.937,b'00000',b'1100',1.0,5761.0,5527.0,0.903,5813.0,5624.0,0.728,b'Simbad',299.07828,48.021969
10753751.0,5474.0,1230.0,5073.0,1267.0,1.65e-11,2.45e-12,1.009,0.259,0.957,b'00000',b'1000',1.0,5474.0,5073.0,1.009,6414.0,6143.0,0.732,b'Simbad',299.08655,48.060829
10789421.0,7308.0,351.0,6497.0,541.0,4.87e-11,1.91e-12,0.796,0.156,0.891,b'11001',b'1110',2.0,7283.0,6476.0,0.767,7300.0,6489.0,0.771,b'Simbad',288.57733,48.129517
10794242.0,5590.0,352.0,4949.0,834.0,3.23e-11,1.93e-12,0.256,0.195,0.475,b'00000',b'1100',1.0,5578.0,4573.0,0.211,5722.0,5214.0,0.613,b'Simbad',290.61478,48.186771
10794878.0,5706.0,355.0,5245.0,550.0,3.96e-11,3.67e-12,0.648,0.253,0.907,b'00000',b'1100',1.0,5665.0,5196.0,0.602,5788.0,5304.0,0.717,b'Simbad',290.88773,48.128651
10796477.0,6846.0,368.0,6314.0,643.0,2.49e-11,2.23e-12,0.823,0.198,0.926,b'00000',b'1110',2.0,6800.0,6372.0,0.62,6242.0,4534.0,1.076,b'Simbad',291.53467,48.131321
10797126.0,6825.0,362.0,6155.0,689.0,2.41e-11,2.29e-12,0.589,0.226,0.872,b'00000',b'1100',1.0,6822.0,6252.0,0.47,6836.0,6107.0,0.737,b'Simbad',291.79575,48.143059
10798605.0,5545.0,357.0,4230.0,579.0,2.25e-11,1.96e-12,0.942,0.177,0.652,b'00000',b'1110',2.0,5586.0,4217.0,1.059,5428.0,4192.0,0.737,b'Simbad',292.42444,48.159592
10798838.0,5365.0,362.0,5215.0,628.0,2.3e-11,2.39e-12,0.74,0.225,0.7,b'00010',b'1110',2.0,5318.0,5051.0,0.746,5383.0,5300.0,0.751,b'Simbad',292.52029,48.123531
10799558.0,6488.0,356.0,6121.0,567.0,2.92e-11,2.74e-12,0.689,0.23,0.944,b'00000',b'1100',1.0,6531.0,6194.0,0.668,6437.0,6098.0,0.696,b'Simbad',292.81119,48.16098
10801703.0,5685.0,355.0,5071.0,557.0,2.55e-11,2.25e-12,0.812,0.199,0.902,b'00000',b'1110',2.0,5721.0,4990.0,0.86,5685.0,5159.0,0.769,b'Simbad',293.66541,48.107521
10802917.0,5091.0,359.0,5023.0,547.0,1.55e-11,1.95e-12,0.932,0.208,0.976,b'00000',b'1100',1.0,5104.0,5037.0,1.001,4740.0,4529.0,0.804,b'Simbad',294.10834,48.184441
10809677.0,5132.0,354.0,4967.0,548.0,4.07e-11,4.25e-12,0.855,0.258,0.938,b'00000',b'1100',1.0,5100.0,4968.0,0.907,5174.0,4966.0,0.771,b'Simbad',296.47855,48.14616
10809970.0,5855.0,359.0,5910.0,593.0,3.56e-11,3e-12,0.609,0.228,0.997,b'00000',b'1100',1.0,5779.0,5788.0,0.561,6043.0,6064.0,0.666,b'Simbad',296.5773,48.12698
10815379.0,5586.0,1374.0,4963.0,1414.0,8.22e-11,9.14e-12,0.943,0.277,0.78,b'00000',b'1000',2.0,5586.0,4963.0,0.943,6950.0,5397.0,0.896,b'Simbad',298.09265,48.104488
10816107.0,6214.0,386.0,4683.0,635.0,2.84e-11,2.86e-12,0.946,0.228,0.7,b'00010',b'1100',1.0,6328.0,4584.0,1.027,5803.0,5455.0,0.73,b'Simbad',298.29193,48.194691
10818544.0,11268.0,435.0,10400.0,714.0,4.43e-11,5.88e-12,0.668,0.336,0.915,b'10000',b'1000',2.0,11268.0,10400.0,0.668,11457.0,10510.0,0.69,b'Simbad',298.96341,48.133179
10844279.0,7381.0,397.0,7131.0,890.0,1.64e-11,1.92e-12,0.684,0.204,0.7,b'00010',b'1111',3.0,7188.0,7639.0,0.608,7352.0,6889.0,0.616,b'Simbad',282.9292,48.260189
10845188.0,5900.0,399.0,5508.0,809.0,2.97e-11,3.45e-12,0.706,0.279,0.7,b'00010',b'1100',1.0,5904.0,5246.0,0.638,5891.0,5725.0,0.767,b'Simbad',283.55252,48.222939
10848459.0,5811.0,545.0,5278.0,1155.0,1.46e-11,2.47e-12,0.761,0.317,0.7,b'00010',b'0100',1.0,5430.0,5174.0,0.747,5811.0,5278.0,0.761,b'Simbad',285.53461,48.28521
10848807.0,5681.0,666.0,5141.0,1189.0,1.19e-11,2.1e-12,0.857,0.287,1.0,b'00000',b'0100',1.0,5958.0,5928.0,0.786,5681.0,5141.0,0.857,b'Simbad',285.73096,48.279259
10849244.0,6153.0,392.0,5861.0,651.0,5.13e-11,5.41e-12,0.786,0.268,0.958,b'00000',b'1000',1.0,6153.0,5861.0,0.786,6280.0,6064.0,0.858,b'Simbad',285.97827,48.225491
10854621.0,6314.0,361.0,6259.0,566.0,1.29e-11,1.92e-12,0.756,0.23,0.99,b'00000',b'1110',2.0,6239.0,6201.0,0.765,6442.0,6383.0,0.742,b'Simbad',288.78094,48.252232
10855535.0,7983.0,353.0,7980.0,543.0,1.82e-11,1.93e-12,0.686,0.198,0.998,b'00100',b'1111',3.0,7784.0,7766.0,0.759,8114.0,8098.0,0.605,b'Simbad',289.21185,48.20314
10857342.0,10221.0,435.0,7128.0,632.0,1.1e-11,1.73e-12,0.976,0.184,0.594,b'00000',b'1100',1.0,10777.0,7490.0,1.264,9916.0,5791.0,0.625,b'Simbad',290.01151,48.244202
10857589.0,5962.0,434.0,5615.0,794.0,1.5e-11,2.59e-12,0.763,0.334,0.932,b'00000',b'0100',1.0,5837.0,5511.0,0.828,5962.0,5615.0,0.763,b'Simbad',290.13074,48.289848
10858117.0,5560.0,362.0,5462.0,666.0,2.64e-11,2.49e-12,0.663,0.226,0.7,b'00010',b'1110',2.0,5514.0,5549.0,0.648,5563.0,5483.0,0.735,b'Simbad',290.39749,48.255489
10858720.0,7282.0,356.0,7224.0,547.0,6.92e-11,7.65e-12,0.867,0.272,0.99,b'11000',b'1000',1.0,7282.0,7224.0,0.867,3515.0,3516.0,0.779,b'Simbad',290.69626,48.203014
10861842.0,8201.0,540.0,3582.0,547.0,1.87e-11,2.55e-12,1.188,0.238,0.883,b'00000',b'1100',1.0,8783.0,3568.0,1.795,7752.0,6796.0,0.763,b'Simbad',292.07178,48.238331
10863286.0,7208.0,443.0,9042.0,1841.0,3.33e-11,3.07e-12,0.406,0.262,0.7,b'00010',b'1000',1.0,7208.0,9042.0,0.406,8146.0,7194.0,0.782,b'Simbad',292.70819,48.20697
10873904.0,6533.0,810.0,11722.0,3061.0,3.62e-11,6.7e-12,0.23,0.298,0.7,b'00011',b'1100',1.0,5928.0,12212.0,0.224,7388.0,6187.0,0.739,b'Simbad',296.6001,48.296009
10874226.0,5844.0,397.0,6778.0,776.0,1.75e-11,1.86e-12,0.473,0.194,0.939,b'00000',b'1100',1.0,5712.0,7529.0,0.41,6096.0,6258.0,0.682,b'Simbad',296.71634,48.211262
10874926.0,6028.0,367.0,5639.0,640.0,1.75e-11,2.2e-12,0.718,0.245,0.83,b'00000',b'1110',2.0,6033.0,5481.0,0.634,6109.0,5660.0,0.796,b'Simbad',296.93268,48.266491
10877703.0,6420.0,352.0,6326.0,544.0,2.22e-11,2.38e-12,0.73,0.235,0.99,b'00000',b'1110',2.0,6290.0,6225.0,0.929,6432.0,6371.0,0.675,b'Simbad',297.78488,48.248741
10879213.0,3722.0,359.0,3989.0,549.0,9.16e-12,1.84e-12,0.799,0.237,1.096,b'11000',b'0110',2.0,5663.0,6228.0,0.769,3708.0,3956.0,0.807,b'Simbad',298.25992,48.218964
10880490.0,6409.0,401.0,4690.0,636.0,1.47e-11,1.99e-12,0.998,0.208,0.951,b'00000',b'1100',1.0,6572.0,4509.0,1.137,5900.0,5767.0,0.741,b'Simbad',298.65689,48.236431
10904857.0,6056.0,408.0,6359.0,720.0,1.73e-11,2.13e-12,0.743,0.228,0.7,b'00010',b'1110',2.0,5960.0,6436.0,0.733,6102.0,6364.0,0.813,b'Simbad',282.96616,48.34507
10905239.0,5739.0,356.0,6147.0,671.0,4.1e-11,1.82e-12,0.25,0.163,0.7,b'11010',b'1110',2.0,5586.0,7846.0,0.204,5803.0,5865.0,0.578,b'Simbad',283.25549,48.355232
10905804.0,9345.0,468.0,7036.0,615.0,8.47e-12,1.75e-12,1.691,0.187,0.829,b'00100',b'1100',1.0,10667.0,7139.0,1.938,9051.0,6777.0,1.039,b'Simbad',283.66922,48.334221
10905824.0,10312.0,396.0,8669.0,590.0,2.16e-11,2.25e-12,0.593,0.234,0.831,b'10000',b'1100',1.0,10252.0,8692.0,0.572,10384.0,8653.0,0.609,b'Simbad',283.68591,48.34021
10909274.0,6728.0,375.0,6255.0,1028.0,5.16e-11,6.37e-12,0.649,0.32,0.939,b'00000',b'1000',1.0,6728.0,6255.0,0.649,6852.0,6443.0,0.778,b'Simbad',285.97623,48.320782
10916675.0,6874.0,358.0,6795.0,585.0,2.92e-11,2.65e-12,0.757,0.219,0.982,b'00000',b'1110',2.0,6854.0,6811.0,0.807,6876.0,6787.0,0.695,b'Simbad',290.06445,48.338661
10919564.0,5659.0,364.0,5836.0,560.0,1.33e-11,2.03e-12,0.772,0.251,1.038,b'00100',b'1100',1.0,5640.0,5811.0,0.906,5682.0,5925.0,0.666,b'Simbad',291.59744,48.393291
10920314.0,7475.0,376.0,6080.0,566.0,2.94e-11,2.49e-12,0.593,0.224,0.787,b'00000',b'1110',2.0,8896.0,6486.0,1.347,7365.0,5879.0,0.566,b'Simbad',291.95663,48.346779
10920813.0,5598.0,378.0,4928.0,671.0,4.05e-11,4.3e-12,0.736,0.27,0.785,b'11000',b'1100',1.0,5604.0,5025.0,0.718,5585.0,4799.0,0.755,b'Simbad',292.21005,48.315643
10923260.0,6457.0,367.0,4720.0,720.0,2.06e-11,1.99e-12,0.693,0.2,0.453,b'00000',b'1110',2.0,6549.0,4850.0,0.838,6430.0,4536.0,0.528,b'Simbad',293.34525,48.382301
10934755.0,11197.0,512.0,6707.0,566.0,8.53e-12,1.68e-12,2.325,0.157,0.803,b'00100',b'1110',2.0,11153.0,6889.0,2.297,11845.0,6629.0,2.506,b'Simbad',297.70755,48.337688
10935310.0,6284.0,368.0,4458.0,737.0,4.17e-11,3.37e-12,0.836,0.209,0.7,b'00010',b'1100',1.0,6321.0,4252.0,0.894,5959.0,5369.0,0.675,b'Simbad',297.91592,48.33205
10936427.0,5536.0,352.0,3757.0,563.0,2.84e-11,2.32e-12,0.979,0.172,0.789,b'00000',b'1100',1.0,5564.0,3682.0,1.034,5364.0,4484.0,0.57,b'Simbad',298.34381,48.335892
10937609.0,6520.0,375.0,5490.0,595.0,3.12e-11,2.91e-12,0.777,0.23,0.834,b'00000',b'1100',1.0,6556.0,5445.0,0.861,6466.0,5581.0,0.687,b'Simbad',298.74158,48.326962
10963242.0,6298.0,408.0,6475.0,726.0,1.72e-11,1.95e-12,0.711,0.205,0.7,b'00010',b'1111',3.0,6439.0,6212.0,0.848,6273.0,6455.0,0.646,b'Simbad',284.91049,48.431641
10965091.0,5243.0,373.0,4087.0,584.0,2.24e-11,2.06e-12,1.19,0.184,1.019,b'00000',b'1100',1.0,5320.0,3986.0,1.376,4780.0,4758.0,0.766,b'Simbad',286.07312,48.40147
10965963.0,6243.0,368.0,5989.0,609.0,2.68e-11,2.49e-12,0.688,0.221,0.959,b'00000',b'1100',1.0,6250.0,5926.0,0.62,6226.0,6035.0,0.779,b'Simbad',286.61066,48.479729
10971674.0,6029.0,360.0,3702.0,586.0,3.29e-11,2.27e-12,0.82,0.232,0.548,b'00000',b'1000',2.0,6029.0,3702.0,0.82,6427.0,3802.0,0.876,b'Simbad',289.79077,48.448139
10973583.0,5930.0,366.0,4950.0,663.0,1.35e-11,1.87e-12,0.74,0.211,0.7,b'00010',b'1110',2.0,5976.0,4290.0,0.743,5770.0,5652.0,0.762,b'Simbad',290.7988,48.483929
10979669.0,7115.0,380.0,6254.0,627.0,4.52e-11,5.17e-12,0.685,0.292,0.884,b'00000',b'1000',1.0,7115.0,6254.0,0.685,7305.0,6442.0,0.769,b'Simbad',293.76807,48.421059
10979716.0,3962.0,356.0,3757.0,551.0,3.12e-11,3.02e-12,0.77,0.239,0.916,b'00000',b'1100',1.0,3943.0,3737.0,0.717,4031.0,3799.0,0.853,b'Simbad',293.79077,48.401421
10987439.0,6257.0,783.0,6124.0,617.0,9.6e-11,1.02e-11,0.793,0.294,0.944,b'00000',b'1000',2.0,6257.0,6124.0,0.793,6609.0,6179.0,0.79,b'Simbad',296.82587,48.443378
10989032.0,10039.0,590.0,8383.0,1374.0,1.52e-11,2.58e-12,0.747,0.32,0.82,b'00000',b'0100',1.0,10252.0,8394.0,0.825,10039.0,8383.0,0.747,b'Simbad',297.39349,48.410751
10991769.0,9210.0,878.0,8719.0,1317.0,4.63e-11,7.06e-12,0.934,0.344,0.99,b'00000',b'1000',1.0,9210.0,8719.0,0.934,9304.0,9231.0,0.661,b'Simbad',298.44287,48.412769
10991989.0,5039.0,357.0,4759.0,614.0,2.15e-10,4.35e-11,0.723,0.524,0.868,b'00100',b'1000',1.0,5039.0,4759.0,0.723,5345.0,4644.0,0.768,b'Simbad',298.52713,48.418591
10992733.0,5390.0,355.0,5270.0,564.0,2.01e-11,2.38e-12,0.717,0.252,0.901,b'00000',b'1100',1.0,5361.0,5236.0,0.627,5450.0,5296.0,0.911,b'Simbad',298.80557,48.471989
11012801.0,6007.0,407.0,6007.0,703.0,2.34e-11,2.22e-12,0.692,0.212,1.015,b'00000',b'1110',2.0,6212.0,5964.0,0.794,5969.0,6094.0,0.606,b'Simbad',281.73892,48.513828
11017077.0,6533.0,374.0,5422.0,592.0,3.7e-11,2.98e-12,0.741,0.216,0.799,b'11000',b'1110',2.0,6580.0,5427.0,0.758,6598.0,5378.0,0.747,b'Simbad',284.73947,48.559124
11021252.0,6369.0,597.0,5658.0,1079.0,1.54e-11,2.2e-12,0.769,0.267,0.7,b'00010',b'1100',1.0,6412.0,5262.0,0.837,6311.0,6224.0,0.737,b'Simbad',287.35608,48.543091
11027722.0,6716.0,367.0,6192.0,582.0,1.94e-11,2.22e-12,0.779,0.228,0.923,b'00000',b'0110',2.0,6870.0,6262.0,0.86,6720.0,6191.0,0.859,b'Simbad',290.90582,48.531811
